FID,Join_Count,OID,Join_Count,TARGET_FID,Join_Cou_1,Target_F_1,StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_Trac,Population,MHLTH_Crud,PHLTH_Crud,Geolocatio,lat,long,MHLTH_Medi,PHLTH_Medi,Field14,Field15,Field16,Field17,Field18,Field19,Field20,Field21,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Field29,Field30,Field31,Field32,Field33,Field34,Field35,Field36,Field37,Field38,Field39,Field40,Field41,Field42,Field43,Field44,Field45,Field46,LPA_CrudeP,Field48,Field49,Field50,Field51,Field52,Field53,Field54,Field55,Field56,PHLTH_Cr_1,MHLTH,PHLTH,Health,Distance,Dist_HLTH
84,1,84,1,84,0,0,MA,Boston,2507000,25025010103,2507000-25025010103,4569,17.2,5.7,"(42.34978175780, -71.1034479871)",42.34978176,-71.10344799,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,1.5,0,1.5,3,4.5
85,1,85,1,85,0,0,MA,Boston,2507000,25025140400,2507000-25025140400,7650,13.3,12.4,"(42.26931747340, -71.1109814420)",42.26931747,-71.11098144,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,1.5,1,2.5,1,3.5
86,1,86,1,86,0,0,MA,Boston,2507000,25025120700,2507000-25025120700,2014,10.3,7.5,"(42.32425573940, -71.1112109874)",42.32425574,-71.11121099,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
87,1,87,1,87,0,0,MA,Boston,2507000,25025070300,2507000-25025070300,3909,10.1,7.9,"(42.34841055860, -71.0703570363)",42.34841056,-71.07035704,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
88,1,88,1,88,0,0,MA,Boston,2507000,25025071101,2507000-25025071101,3753,12.3,9.4,"(42.33595614160, -71.0727568883)",42.33595614,-71.07275689,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
89,1,89,1,89,0,0,MA,Boston,2507000,25025110301,2507000-25025110301,2405,12.2,10.5,"(42.28680520900, -71.1132774688)",42.28680521,-71.11327747,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,1,2
90,1,90,1,90,0,0,MA,Boston,2507000,25025040300,2507000-25025040300,3882,11.4,7.7,"(42.37873466290, -71.0633840838)",42.37873466,-71.06338408,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
91,1,91,1,91,0,0,MA,Boston,2507000,25025020301,2507000-25025020301,2023,9.4,6.6,"(42.36342544340, -71.0681679411)",42.36342544,-71.06816794,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
92,1,92,1,92,0,0,MA,Boston,2507000,25025020302,2507000-25025020302,1181,9.9,5.3,"(42.35934420700, -71.0639956129)",42.35934421,-71.06399561,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
93,1,93,1,93,0,0,MA,Boston,2507000,25025020303,2507000-25025020303,3400,10.8,8,"(42.36598888990, -71.0634636132)",42.36598889,-71.06346361,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
94,1,94,1,94,0,0,MA,Boston,2507000,25025000202,2507000-25025000202,3885,13,9.1,"(42.35260513420, -71.1543441945)",42.35260513,-71.15434419,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
95,1,95,1,95,0,0,MA,Boston,2507000,25025000201,2507000-25025000201,3854,11.7,6.9,"(42.35406622320, -71.1611676235)",42.35406622,-71.16116762,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
96,1,96,1,96,0,0,MA,Boston,2507000,25025060301,2507000-25025060301,3076,11.1,7.8,"(42.33346695110, -71.0369483424)",42.33346695,-71.03694834,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
97,1,97,1,97,0,0,MA,Boston,2507000,25025010500,2507000-25025010500,3044,12.8,7.7,"(42.34469514660, -71.0841679792)",42.34469515,-71.08416798,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
98,1,98,1,98,0,0,MA,Boston,2507000,25025010600,2507000-25025010600,2858,8.9,6.6,"(42.34763844050, -71.0793850633)",42.34763844,-71.07938506,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
99,1,99,1,99,0,0,MA,Boston,2507000,25025091100,2507000-25025091100,4861,12.9,9.7,"(42.31564104370, -71.0555949012)",42.31564104,-71.0555949,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
100,1,100,1,100,0,0,MA,Boston,2507000,25025030400,2507000-25025030400,2451,11.2,6.2,"(42.36443667710, -71.0541677951)",42.36443668,-71.0541678,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
101,1,101,1,101,0,0,MA,Boston,2507000,25025981300,2507000-25025981300,389,10.6,6.7,"(42.36345271230, -71.0122398933)",42.36345271,-71.01223989,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,1,1
102,1,102,1,102,0,0,MA,Boston,2507000,25025040600,2507000-25025040600,2444,9.7,6.3,"(42.38346860480, -71.0698578276)",42.3834686,-71.06985783,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
103,1,103,1,103,0,0,MA,Boston,2507000,25025010801,2507000-25025010801,2783,9,6.1,"(42.35411924010, -71.0770215834)",42.35411924,-71.07702158,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
104,1,104,1,104,0,0,MA,Boston,2507000,25025010802,2507000-25025010802,3059,8.9,5.5,"(42.35151806260, -71.0856801965)",42.35151806,-71.0856802,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
105,1,105,1,105,0,0,MA,Boston,2507000,25025070800,2507000-25025070800,3706,12.3,8.2,"(42.34114873250, -71.0809849713)",42.34114873,-71.08098497,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
106,1,106,1,106,0,0,MA,Boston,2507000,25025000601,2507000-25025000601,3571,12,7.9,"(42.35174395710, -71.1474442870)",42.35174396,-71.14744429,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
107,1,107,1,107,0,0,MA,Boston,2507000,25025100800,2507000-25025100800,5546,11,9.6,"(42.27790289860, -71.0605610392)",42.2779029,-71.06056104,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
108,1,108,1,108,0,0,MA,Boston,2507000,25025020200,2507000-25025020200,3649,10.8,5.7,"(42.36033541290, -71.0686333850)",42.36033541,-71.06863339,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
109,1,109,1,109,0,0,MA,Boston,2507000,25025000503,2507000-25025000503,2211,11.7,6.1,"(42.33963598400, -71.1500991889)",42.33963598,-71.15009919,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
110,1,110,1,110,0,0,MA,Boston,2507000,25025000504,2507000-25025000504,4985,12.6,7.9,"(42.34147184890, -71.1438262063)",42.34147185,-71.14382621,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
111,1,111,1,111,0,0,MA,Boston,2507000,25025010702,2507000-25025010702,2400,9.7,6.6,"(42.35183534100, -71.0755159067)",42.35183534,-71.07551591,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
112,1,112,1,112,0,0,MA,Boston,2507000,25025010701,2507000-25025010701,2478,9.7,5.4,"(42.34972228950, -71.0838807341)",42.34972229,-71.08388073,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
113,1,113,1,113,0,0,MA,Boston,2507000,25025070700,2507000-25025070700,2361,10.5,7.6,"(42.34588757970, -71.0761483819)",42.34588758,-71.07614838,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
114,1,114,1,114,0,0,MA,Boston,2507000,25025091001,2507000-25025091001,2742,12,9.8,"(42.30936024190, -71.0505762555)",42.30936024,-71.05057626,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
115,1,115,1,115,0,0,MA,Boston,2507000,25025030500,2507000-25025030500,2538,9.3,5.5,"(42.36767009570, -71.0517846174)",42.3676701,-71.05178462,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
116,1,116,1,116,0,0,MA,Boston,2507000,25025120400,2507000-25025120400,5751,10.1,7.5,"(42.31390165250, -71.1116653761)",42.31390165,-71.11166538,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
117,1,117,1,117,0,0,MA,Boston,2507000,25025140107,2507000-25025140107,2531,12,10.9,"(42.25772173130, -71.1284205708)",42.25772173,-71.12842057,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,3,4
118,1,118,1,118,0,0,MA,Boston,2507000,25025140105,2507000-25025140105,3675,12.3,10.7,"(42.26799707290, -71.1251893266)",42.26799707,-71.12518933,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,3,4
119,1,119,1,119,0,0,MA,Boston,2507000,25025060600,2507000-25025060600,2357,9.7,5.6,"(42.34910998540, -71.0424509841)",42.34910999,-71.04245098,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
120,1,120,1,120,0,0,MA,Boston,2507000,25025040100,2507000-25025040100,2168,9.4,6.8,"(42.37272326620, -71.0600983411)",42.37272327,-71.06009834,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
121,1,121,1,121,0,0,MA,Boston,2507000,25025070500,2507000-25025070500,5460,12.2,9.8,"(42.34193613220, -71.0718233569)",42.34193613,-71.07182336,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
122,1,122,1,122,0,0,MA,Boston,2507000,25025100603,2507000-25025100603,1904,11.3,9.2,"(42.29116485390, -71.0433454845)",42.29116485,-71.04334548,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
123,1,123,1,123,0,0,MA,Boston,2507000,25025060800,2507000-25025060800,3964,11,6.6,"(42.33540340920, -71.0514926353)",42.33540341,-71.05149264,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
124,1,124,1,124,0,0,MA,Boston,2507000,25025030200,2507000-25025030200,1665,11.7,6.8,"(42.36452077480, -71.0569749974)",42.36452077,-71.056975,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
125,1,125,1,125,0,0,MA,Boston,2507000,25025100700,2507000-25025100700,4322,12.1,10.4,"(42.28234388770, -71.0486431631)",42.28234389,-71.04864316,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
126,1,126,1,126,0,0,MA,Boston,2507000,25025110502,2507000-25025110502,3806,11.8,10.1,"(42.28291719070, -71.1326049312)",42.28291719,-71.13260493,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
127,1,127,1,127,0,0,MA,Boston,2507000,25025110501,2507000-25025110501,3253,11.3,9.7,"(42.28216191710, -71.1414487019)",42.28216192,-71.1414487,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
128,1,128,1,128,0,0,MA,Boston,2507000,25025051200,2507000-25025051200,2379,13.2,10.4,"(42.36330609340, -71.0339243885)",42.36330609,-71.03392439,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
129,1,129,1,129,0,0,MA,Boston,2507000,25025070101,2507000-25025070101,5902,11.7,8,"(42.35251990840, -71.0572449419)",42.35251991,-71.05724494,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
130,1,130,1,130,0,0,MA,Boston,2507000,25025060200,2507000-25025060200,1916,11.8,7.8,"(42.33255837380, -71.0326798022)",42.33255837,-71.0326798,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
131,1,131,1,131,0,0,MA,Boston,2507000,25025130200,2507000-25025130200,4506,10,9,"(42.28733195980, -71.1570117019)",42.28733196,-71.1570117,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
132,1,132,1,132,0,0,MA,Boston,2507000,25025110103,2507000-25025110103,5460,13,10.1,"(42.29618259270, -71.1157385459)",42.29618259,-71.11573855,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
133,1,133,1,133,0,0,MA,Boston,2507000,25025100900,2507000-25025100900,4072,13.2,11.4,"(42.27379390130, -71.0746303630)",42.2737939,-71.07463036,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,2,3
134,1,134,1,134,0,0,MA,Boston,2507000,25025030100,2507000-25025030100,1954,9.5,5.3,"(42.36694618490, -71.0561502076)",42.36694618,-71.05615021,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
135,1,135,1,135,0,0,MA,Boston,2507000,25025070600,2507000-25025070600,2240,8.3,5.8,"(42.34325843550, -71.0753770418)",42.34325844,-71.07537704,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
136,1,136,1,136,0,0,MA,Boston,2507000,25025030300,2507000-25025030300,4872,10.8,9,"(42.36017058540, -71.0536276966)",42.36017059,-71.0536277,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
137,1,137,1,137,0,0,MA,Boston,2507000,25025092200,2507000-25025092200,3349,12.7,10.8,"(42.29502315100, -71.0661697011)",42.29502315,-71.0661697,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,3,4
138,1,138,1,138,0,0,MA,Boston,2507000,25025140201,2507000-25025140201,2072,12.4,10.4,"(42.23710075320, -71.1299497302)",42.23710075,-71.12994973,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
139,1,139,1,139,0,0,MA,Boston,2507000,25025140202,2507000-25025140202,5600,12.9,11.9,"(42.24907115630, -71.1173635008)",42.24907116,-71.1173635,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,3,4
140,1,140,1,140,0,0,MA,Boston,2507000,25025000401,2507000-25025000401,5672,12.2,8.7,"(42.34384949170, -71.1492928672)",42.34384949,-71.14929287,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
141,1,141,1,141,0,0,MA,Boston,2507000,25025000402,2507000-25025000402,3648,12.1,6.7,"(42.34417423100, -71.1588286804)",42.34417423,-71.15882868,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
142,1,142,1,142,0,0,MA,Boston,2507000,25025040401,2507000-25025040401,2439,12.9,10.3,"(42.37392805160, -71.0657981901)",42.37392805,-71.06579819,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
143,1,143,1,143,0,0,MA,Boston,2507000,25025981800,2507000-25025981800,82,7.3,9,"(42.32857493380, -71.1110740086)",42.32857493,-71.11107401,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
144,1,144,1,144,0,0,MA,Boston,2507000,25025120500,2507000-25025120500,2331,12.7,9.6,"(42.32065870690, -71.1042024464)",42.32065871,-71.10420245,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
145,1,145,1,145,0,0,MA,Boston,2507000,25025020101,2507000-25025020101,4193,8.3,5.9,"(42.35770859300, -71.0694111834)",42.35770859,-71.06941118,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
146,1,146,1,146,0,0,MA,Boston,2507000,25025060501,2507000-25025060501,3571,10.6,6.2,"(42.33686848380, -71.0382133093)",42.33686848,-71.03821331,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
147,1,147,1,147,0,0,MA,Boston,2507000,25025060400,2507000-25025060400,4904,10.7,7.9,"(42.33239875250, -71.0428981298)",42.33239875,-71.04289813,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
148,1,148,1,148,0,0,MA,Boston,2507000,25025120301,2507000-25025120301,4795,11.4,8.7,"(42.31264156370, -71.1019312823)",42.31264156,-71.10193128,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
149,1,149,1,149,0,0,MA,Boston,2507000,25025130100,2507000-25025130100,5906,9.5,8.1,"(42.28991992070, -71.1713259737)",42.28991992,-71.17132597,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
150,1,150,1,150,0,0,MA,Boston,2507000,25025130300,2507000-25025130300,4419,9.9,8.9,"(42.27912965440, -71.1507098379)",42.27912965,-71.15070984,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
151,1,151,1,151,0,0,MA,Boston,2507000,25025110403,2507000-25025110403,4309,12.5,11.2,"(42.27791379400, -71.1265658254)",42.27791379,-71.12656583,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,3,4
152,1,152,1,152,0,0,MA,Boston,2507000,25025110401,2507000-25025110401,3566,13,11.1,"(42.28643333400, -71.1225529301)",42.28643333,-71.12255293,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,2,3
153,1,153,1,153,0,0,MA,Boston,2507000,25025000302,2507000-25025000302,3142,11.5,7.5,"(42.34662695850, -71.1672625179)",42.34662696,-71.16726252,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
154,1,154,1,154,0,0,MA,Boston,2507000,25025000301,2507000-25025000301,2740,11.7,8,"(42.35414426160, -71.1688264959)",42.35414426,-71.1688265,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
155,1,155,1,155,0,0,MA,Boston,2507000,25025010403,2507000-25025010403,3003,12.8,8.3,"(42.34507499310, -71.0880610223)",42.34507499,-71.08806102,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
156,1,156,1,156,0,0,MA,Boston,2507000,25025120105,2507000-25025120105,2444,9.2,9.3,"(42.30935134990, -71.1286068744)",42.30935135,-71.12860687,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
157,1,157,1,157,0,0,MA,Boston,2507000,25025120104,2507000-25025120104,2095,11.1,7.7,"(42.30568629680, -71.1173049372)",42.3056863,-71.11730494,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
158,1,158,1,158,0,0,MA,Boston,2507000,25025010408,2507000-25025010408,1426,10.9,4.9,"(42.34316822750, -71.0958460853)",42.34316823,-71.09584609,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
159,1,159,1,159,0,0,MA,Boston,2507000,25025060101,2507000-25025060101,3216,10.5,7.3,"(42.33476185760, -71.0279301448)",42.33476186,-71.02793014,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
160,1,160,1,160,0,0,MA,Boston,2507000,25025140102,2507000-25025140102,4401,12.2,10.7,"(42.24574791500, -71.1379777407)",42.24574792,-71.13797774,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,3,4
161,1,161,1,161,0,0,MA,Boston,2507000,25025120201,2507000-25025120201,3439,12.9,9.4,"(42.30515702400, -71.1083674637)",42.30515702,-71.10836746,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
162,1,162,1,162,0,0,MA,Boston,2507000,25025120103,2507000-25025120103,1508,8.4,6.6,"(42.31175676060, -71.1182631441)",42.31175676,-71.11826314,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
163,1,163,1,163,0,0,MA,Boston,2507000,25025130404,2507000-25025130404,2901,10.8,10.9,"(42.26850202740, -71.1569686930)",42.26850203,-71.15696869,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,2,3
164,1,164,1,164,0,0,MA,Boston,2507000,25025130402,2507000-25025130402,4637,11.3,10.6,"(42.27276618900, -71.1694026267)",42.27276619,-71.16940263,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,1,1,3,4
165,1,165,1,165,0,0,MA,Boston,2507000,25025110607,2507000-25025110607,5077,10.1,9,"(42.29028684510, -71.1346397855)",42.29028685,-71.13463979,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
166,1,166,1,166,0,0,MA,Boston,2507000,25025000701,2507000-25025000701,4446,12.6,6.1,"(42.34695806560, -71.1379846918)",42.34695807,-71.13798469,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
167,1,167,1,167,0,0,MA,Boston,2507000,25025110601,2507000-25025110601,2969,9.3,10.4,"(42.29599480880, -71.1404447508)",42.29599481,-71.14044475,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
168,1,168,1,168,0,0,MA,Boston,2507000,25025000704,2507000-25025000704,4801,12.1,6,"(42.35000288210, -71.1334044612)",42.35000288,-71.13340446,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
169,1,169,1,169,0,0,MA,Boston,2507000,25025981202,2507000-25025981202,207,11.2,4.5,"(42.34292381450, -71.0286195858)",42.34292381,-71.02861959,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,2,2
170,1,170,1,170,0,0,MA,Boston,2507000,25025010104,2507000-25025010104,4804,12.7,6,"(42.34916389830, -71.0933199695)",42.3491639,-71.09331997,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
171,1,171,1,171,0,0,MA,Boston,2507000,25025061200,2507000-25025061200,3240,9.6,6.1,"(42.33961478830, -71.0563203202)",42.33961479,-71.05632032,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
172,1,172,1,172,0,0,MA,Boston,2507000,25025120600,2507000-25025120600,2335,10.3,6.1,"(42.31910970970, -71.1088406629)",42.31910971,-71.10884066,13.2,10.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , ,0,0,0,0,3,3
